1541641591 13 0 0 0
1541642090 25 0 0 0
1541671420 167 0 0 0
1541696780 201 0 0 0
1541700287 263 0 0 0
1541700689 290 0 0 0
1541706743 487 0 0 0
1541707773 649 0 0 0
1541708325 665 0 0 0
1541712967 709 0 0 0
1541718598 740 0 0 0
1541720075 777 0 0 0
1542135388 919 0 0 0
1542144594 1099 0 0 0
1542145967 1106 0 0 0
1542154964 1212 0 0 0
1542248278 1212 118 0 0
1542295638 1263 118 0 0
1542309619 1301 118 0 0
1542331635 1795 118 0 0
1542333468 1795 239 0 0
1542333540 1809 239 0 0
1542493837 1890 239 0 0
1542505174 1890 239 116 0
1542505273 1890 239 116 0
1542505813 1890 305 116 0
1542505848 1890 416 116 0
1542506051 1890 416 116 0
1542510096 1890 474 116 0
1542510178 1890 474 172 0
1542510249 1890 474 172 0
1542512145 1890 474 172 0
1542518351 1917 474 172 0
1542529114 1987 474 172 0
1542530234 2069 474 172 0
1542607997 21239 474 172 0
1542609774 21257 474 172 0
1542665552 21260 474 172 0
1542921058 21292 474 172 0
1543379823 22245 474 172 0
1543387111 22251 474 172 0
1543686798 22656 474 172 0
1543691955 22715 474 172 0
1543794269 22715 577 172 0
